OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07823.CHEM,Sample-Routine,Other,NA,2012-04-30,02:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,120,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-04-30T07:20:00Z,NA,120
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08614.CHEM,Sample-Routine,Other,NA,2012-06-04,02:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,Fish Crew Accessed the Area,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,120,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-06-04T07:50:00Z,NA,120
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07381.CHEM,Sample-Routine,Other,NA,2012-04-02,03:27:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,140,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-04-02T08:27:00Z,NA,140
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09848.CHEM,Sample-Routine,Other,NA,2012-09-10,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,71,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-12,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T07:15:00Z,NA,71
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09489.CHEM,Sample-Routine,Other,NA,2012-08-06,04:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,92,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-08-06T09:25:00Z,NA,92
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10184.CHEM,Sample-Routine,Other,NA,2012-10-01,02:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,180,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-23,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-10-01T07:00:00Z,NA,180
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08631.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-06-04,02:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,110,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-06-04T07:50:00Z,NA,110
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06204.CHEM,Sample-Routine,Other,NA,2012-01-03,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,128,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-10,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-01-03T08:25:00Z,NA,128
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09865.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-09-10,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,71,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-12,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T07:15:00Z,NA,71
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07004.CHEM,Sample-Routine,Other,NA,2012-03-05,03:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,170,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-26,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2012-03-05T08:10:00Z,NA,170
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09150.CHEM,Sample-Routine,Other,NA,2012-07-02,02:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,73,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-07-16,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-07-02T07:50:00Z,NA,73
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06213.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-01-03,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,130,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-10,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-01-03T08:25:00Z,NA,130
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10492.CHEM,Sample-Routine,Other,NA,2012-11-13,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,84,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-12-02,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T08:25:00Z,NA,84
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05580.CHEM,Sample-Routine,Other,NA,2011-11-28,05:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,113,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2011-11-28T10:25:00Z,NA,113
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06648.CHEM,Sample-Routine,Other,NA,2012-02-06,04:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,TANNINS IN WATER CAUSING DARK APPEARANCE,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,134,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2012-02-06T09:45:00Z,NA,134
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07824.CHEM,Sample-Routine,Other,NA,2012-04-30,02:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,170,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-04-30T07:40:00Z,NA,170
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07389.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-04-02,03:49:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,160,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-04-02T08:49:00Z,NA,160
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06205.CHEM,Sample-Routine,Other,NA,2012-01-03,04:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,127,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-10,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-01-03T09:00:00Z,NA,127
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05581.CHEM,Sample-Routine,Other,NA,2011-11-28,05:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,128,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2011-11-28T10:35:00Z,NA,128
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07003.CHEM,Sample-Routine,Other,NA,2012-03-05,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,152,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-26,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2012-03-05T08:25:00Z,NA,152
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07380.CHEM,Sample-Routine,Other,NA,2012-04-02,03:49:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,160,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-04-02T08:49:00Z,NA,160
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08615.CHEM,Sample-Routine,Other,NA,2012-06-04,03:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15216,Fish Crew Accessed the Area,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,140,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-06-04T08:10:00Z,NA,140
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09850.CHEM,Sample-Routine,Other,NA,2012-09-10,02:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,23,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-12,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T07:35:00Z,NA,23
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08616.CHEM,Sample-Routine,Other,NA,2012-06-04,03:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,Fish Crew Accessed the Area,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,24,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-06-04T08:15:00Z,NA,24
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09152.CHEM,Sample-Routine,Other,NA,2012-07-02,03:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,22,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-07-13,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-07-02T08:15:00Z,NA,22
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06206.CHEM,Sample-Routine,Other,NA,2012-01-03,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-10,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-01-03T08:40:00Z,NA,37
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05582.CHEM,Sample-Routine,Other,NA,2011-11-29,09:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,35,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2011-11-29T14:35:00Z,NA,35
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06654.CHEM,Sample-Routine,Other,NA,2012-02-06,06:12:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,36,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-02-06T11:12:00Z,NA,36
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10186.CHEM,Sample-Routine,Other,NA,2012-10-01,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,19,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-22,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-10-01T07:15:00Z,NA,19
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07825.CHEM,Sample-Routine,Other,NA,2012-04-30,02:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-04-30T07:30:00Z,NA,39
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10494.CHEM,Sample-Routine,Other,NA,2012-11-13,03:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,24,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-12-02,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T08:45:00Z,NA,24
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07007.CHEM,Sample-Routine,Other,NA,2012-03-05,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-20,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-03-05T08:40:00Z,NA,39
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07386.CHEM,Sample-Routine,Other,NA,2012-04-02,03:34:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-04-02T08:34:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09491.CHEM,Sample-Routine,Other,NA,2012-08-06,04:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15217,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,24,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-08-06T09:45:00Z,NA,24
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10497.CHEM,Sample-Routine,Other,NA,2012-11-13,04:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,35,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-11-30,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T09:15:00Z,NA,35
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06207.CHEM,Sample-Routine,Other,NA,2012-01-03,04:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-10,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-01-03T09:15:00Z,NA,39
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10189.CHEM,Sample-Routine,Other,NA,2012-10-01,02:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,24,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-23,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-10-01T07:50:00Z,NA,24
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07828.CHEM,Sample-Routine,Other,NA,2012-04-30,03:29:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-04-30T08:29:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08619.CHEM,Sample-Routine,Other,NA,2012-06-04,04:05:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,27,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-06-04T09:05:00Z,NA,27
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06653.CHEM,Sample-Routine,Other,NA,2012-02-06,05:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15218,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-02-06T10:30:00Z,NA,39
